RuleID,Type,Antecedent,Antecedent_Name,Antecedent_Category,Consequent,Consequent_Name,Consequent_Category,Support,Confidence,Lift,Co_occurrence,Antecedent_Orders,Explanation
R0089,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture > Bookcases,0.0018,0.0018,1.0,9,4916,"Top product in Bookcases: 'Bush Andora Bookcase, Maple/Graphite Gray Finish' (9 orders, $3318 revenue)"
R0090,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture > Bookcases,0.0014,0.0014,1.0,7,4916,"Top product in Bookcases: 'Bush Heritage Pine Collection 5-Shelf Bookcase, Al' (7 orders, $3243 revenue)"
R0091,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture > Bookcases,0.002,0.002,1.0,10,4916,"Top product in Bookcases: 'O'Sullivan Living Dimensions 2-Shelf Bookcases' (10 orders, $2970 revenue)"
R0092,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture > Bookcases,0.001,0.001,1.0,5,4916,"Top product in Bookcases: 'O'Sullivan Plantations 2-Door Library in Landvery ' (5 orders, $2946 revenue)"
R0093,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture > Bookcases,0.0014,0.0014,1.0,7,4916,"Top product in Bookcases: 'O'Sullivan 4-Shelf Bookcase in Odessa Pine' (7 orders, $2740 revenue)"
R0094,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture > Bookcases,0.0008,0.0008,1.0,4,4916,"Top product in Bookcases: 'Rush Hierlooms Collection 1"" Thick Stackable Bookc' (4 orders, $2488 revenue)"
R0095,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture > Bookcases,0.0006,0.0006,1.0,3,4916,"Top product in Bookcases: 'O'Sullivan Living Dimensions 3-Shelf Bookcases' (3 orders, $2221 revenue)"
R0096,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10000362,Sauder Inglewood Library Bookcases,Furniture > Bookcases,0.001,0.001,1.0,5,4916,"Top product in Bookcases: 'Sauder Inglewood Library Bookcases' (5 orders, $2154 revenue)"
R0097,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture > Bookcases,0.001,0.001,1.0,5,4916,"Top product in Bookcases: 'O'Sullivan Elevations Bookcase, Cherry Finish' (5 orders, $1912 revenue)"
R0098,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture > Bookcases,0.0014,0.0014,1.0,7,4916,"Top product in Bookcases: 'Sauder Camden County Collection Libraries, Planked' (7 orders, $1910 revenue)"
R0099,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10004467,Bestar Classic Bookcase,Furniture > Bookcases,0.0016,0.0016,1.0,8,4916,"Top product in Bookcases: 'Bestar Classic Bookcase' (8 orders, $1898 revenue)"
R0100,subcategory_product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,Product:FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture > Bookcases,0.0008,0.0008,1.0,4,4916,"Top product in Bookcases: 'O'Sullivan Manor Hill 2-Door Library in Brianna Oa' (4 orders, $1647 revenue)"
R0101,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture > Chairs,0.0016,0.0016,1.0,8,4916,"Top product in Chairs: 'HON 5400 Series Task Chairs for Big and Tall' (8 orders, $21871 revenue)"
R0102,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture > Chairs,0.0018,0.0018,1.0,9,4916,"Top product in Chairs: 'Global Troy Executive Leather Low-Back Tilter' (9 orders, $12975 revenue)"
R0103,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture > Chairs,0.0026,0.0026,1.0,13,4916,"Top product in Chairs: 'SAFCO Arco Folding Chair' (13 orders, $11573 revenue)"
R0104,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture > Chairs,0.0024,0.0024,1.0,12,4916,"Top product in Chairs: 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rou' (12 orders, $10638 revenue)"
R0105,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture > Chairs,0.0016,0.0016,1.0,8,4916,"Top product in Chairs: 'GuestStacker Chair with Chrome Finish Legs' (8 orders, $9071 revenue)"
R0106,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture > Chairs,0.0016,0.0016,1.0,8,4916,"Top product in Chairs: 'Office Star - Professional Matrix Back Chair with ' (8 orders, $8774 revenue)"
R0107,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture > Chairs,0.0016,0.0016,1.0,8,4916,"Top product in Chairs: 'Global Deluxe High-Back Manager's Chair' (8 orders, $8665 revenue)"
R0108,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture > Chairs,0.0016,0.0016,1.0,8,4916,"Top product in Chairs: 'Hon 4070 Series Pagoda Armless Upholstered Stackin' (8 orders, $8431 revenue)"
R0109,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture > Chairs,0.0018,0.0018,1.0,9,4916,"Top product in Chairs: 'Global Commerce Series High-Back Swivel/Tilt Chair' (9 orders, $7979 revenue)"
R0110,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture > Chairs,0.0012,0.0012,1.0,6,4916,"Top product in Chairs: 'Hon 4700 Series Mobuis Mid-Back Task Chairs with A' (6 orders, $7582 revenue)"
R0111,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10002335,Hon GuestStacker Chair,Furniture > Chairs,0.0018,0.0018,1.0,9,4916,"Top product in Chairs: 'Hon GuestStacker Chair' (9 orders, $6936 revenue)"
R0112,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture > Chairs,0.002,0.002,1.0,10,4916,"Top product in Chairs: 'Hon Every-Day Series Multi-Task Chairs' (10 orders, $6748 revenue)"
R0113,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture > Chairs,0.0012,0.0012,1.0,6,4916,"Top product in Chairs: 'Hon Multipurpose Stacking Arm Chairs' (6 orders, $6585 revenue)"
R0114,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture > Chairs,0.0008,0.0008,1.0,4,4916,"Top product in Chairs: 'Hon Pagoda Stacking Chairs' (4 orders, $6484 revenue)"
R0115,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture > Chairs,0.0016,0.0016,1.0,8,4916,"Top product in Chairs: 'Global Leather and Oak Executive Chair, Black' (8 orders, $6411 revenue)"
R0116,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture > Chairs,0.001,0.001,1.0,5,4916,"Top product in Chairs: 'Global Comet Stacking Arm Chair' (5 orders, $6084 revenue)"
R0117,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture > Chairs,0.0022,0.0022,1.0,11,4916,"Top product in Chairs: 'Global Ergonomic Managers Chair' (11 orders, $6009 revenue)"
R0118,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture > Chairs,0.002,0.002,1.0,10,4916,"Top product in Chairs: 'Global Leather Highback Executive Chair with Pneum' (10 orders, $5989 revenue)"
R0119,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10001394,Global Leather Executive Chair,Furniture > Chairs,0.0014,0.0014,1.0,7,4916,"Top product in Chairs: 'Global Leather Executive Chair' (7 orders, $5862 revenue)"
R0120,subcategory_product,SubCategory:Chairs,SubCategory: Chairs,Furniture,Product:FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture > Chairs,0.0028,0.0028,1.0,14,4916,"Top product in Chairs: 'Global High-Back Leather Tilter, Burgundy' (14 orders, $5436 revenue)"
R0121,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology > Copiers,0.001,0.001,1.0,5,4916,"Top product in Copiers: 'Canon imageCLASS 2200 Advanced Copier' (5 orders, $61600 revenue)"
R0122,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology > Copiers,0.0016,0.0016,1.0,8,4916,"Top product in Copiers: 'Hewlett Packard LaserJet 3310 Copier' (8 orders, $18840 revenue)"
R0123,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology > Copiers,0.001,0.001,1.0,5,4916,"Top product in Copiers: 'Canon Imageclass D680 Copier / Fax' (5 orders, $8960 revenue)"
R0124,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology > Copiers,0.0014,0.0014,1.0,7,4916,"Top product in Copiers: 'Hewlett Packard 610 Color Digital Copier / Printer' (7 orders, $8900 revenue)"
R0125,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10003763,Canon PC1060 Personal Laser Copier,Technology > Copiers,0.0006,0.0006,1.0,3,4916,"Top product in Copiers: 'Canon PC1060 Personal Laser Copier' (3 orders, $8820 revenue)"
R0126,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology > Copiers,0.0008,0.0008,1.0,4,4916,"Top product in Copiers: 'Sharp AL-1530CS Digital Copier' (4 orders, $6400 revenue)"
R0127,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10002313,Canon PC1080F Personal Copier,Technology > Copiers,0.0008,0.0008,1.0,4,4916,"Top product in Copiers: 'Canon PC1080F Personal Copier' (4 orders, $6000 revenue)"
R0128,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10001766,Canon PC940 Copier,Technology > Copiers,0.0006,0.0006,1.0,3,4916,"Top product in Copiers: 'Canon PC940 Copier' (3 orders, $5670 revenue)"
R0129,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology > Copiers,0.0014,0.0014,1.0,7,4916,"Top product in Copiers: 'Brother DCP1000 Digital 3 in 1 Multifunction Machi' (7 orders, $4860 revenue)"
R0130,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology > Copiers,0.0014,0.0014,1.0,7,4916,"Top product in Copiers: 'Sharp 1540cs Digital Laser Copier' (7 orders, $4400 revenue)"
R0131,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology > Copiers,0.0012,0.0012,1.0,6,4916,"Top product in Copiers: 'Hewlett Packard 310 Color Digital Copier' (6 orders, $4200 revenue)"
R0132,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10003236,Canon Image Class D660 Copier,Technology > Copiers,0.0004,0.0004,1.0,2,4916,"Top product in Copiers: 'Canon Image Class D660 Copier' (2 orders, $3960 revenue)"
R0133,subcategory_product,SubCategory:Copiers,SubCategory: Copiers,Technology,Product:TEC-CO-10001943,Canon PC-428 Personal Copier,Technology > Copiers,0.001,0.001,1.0,5,4916,"Top product in Copiers: 'Canon PC-428 Personal Copier' (5 orders, $3640 revenue)"
R0134,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies > Envelopes,0.0014,0.0014,1.0,7,4916,"Top product in Envelopes: 'Cameo Buff Policy Envelopes' (7 orders, $1456 revenue)"
R0135,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies > Envelopes,0.0008,0.0008,1.0,4,4916,"Top product in Envelopes: 'Ames Color-File Green Diamond Border X-ray Mailers' (4 orders, $1360 revenue)"
R0136,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10002230,Airmail Envelopes,Office Supplies > Envelopes,0.0012,0.0012,1.0,6,4916,"Top product in Envelopes: 'Airmail Envelopes' (6 orders, $1360 revenue)"
R0137,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies > Envelopes,0.001,0.001,1.0,5,4916,"Top product in Envelopes: 'Tyvek Side-Opening Peel & Seel Expanding Envelopes' (5 orders, $1267 revenue)"
R0138,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies > Envelopes,0.001,0.001,1.0,5,4916,"Top product in Envelopes: 'Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100' (5 orders, $939 revenue)"
R0139,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies > Envelopes,0.001,0.001,1.0,5,4916,"Top product in Envelopes: 'Blue String-Tie & Button Interoffice Envelopes, 10' (5 orders, $680 revenue)"
R0140,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies > Envelopes,0.0008,0.0008,1.0,4,4916,"Top product in Envelopes: 'Strathmore #10 Envelopes, Ultimate White' (4 orders, $633 revenue)"
R0141,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies > Envelopes,0.0006,0.0006,1.0,3,4916,"Top product in Envelopes: 'Tyvek  Top-Opening Peel & Seel  Envelopes, Gray' (3 orders, $611 revenue)"
R0142,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies > Envelopes,0.0014,0.0014,1.0,7,4916,"Top product in Envelopes: 'Tyvek  Top-Opening Peel & Seel Envelopes, Plain Wh' (7 orders, $571 revenue)"
R0143,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies > Envelopes,0.0008,0.0008,1.0,4,4916,"Top product in Envelopes: 'Jet-Pak Recycled Peel 'N' Seal Padded Mailers' (4 orders, $553 revenue)"
R0144,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10004773,Staple envelope,Office Supplies > Envelopes,0.0008,0.0008,1.0,4,4916,"Top product in Envelopes: 'Staple envelope' (4 orders, $434 revenue)"
R0145,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies > Envelopes,0.0012,0.0012,1.0,6,4916,"Top product in Envelopes: '#10 White Business Envelopes,4 1/8 x 9 1/2' (6 orders, $379 revenue)"
R0146,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies > Envelopes,0.0014,0.0014,1.0,7,4916,"Top product in Envelopes: 'Globe Weis Peel & Seel First Class Envelopes' (7 orders, $376 revenue)"
R0147,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies > Envelopes,0.0012,0.0012,1.0,6,4916,"Top product in Envelopes: 'White Business Envelopes with Contemporary Seam, R' (6 orders, $337 revenue)"
R0148,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10004206,Multimedia Mailers,Office Supplies > Envelopes,0.0002,0.0002,1.0,1,4916,"Top product in Envelopes: 'Multimedia Mailers' (1 orders, $326 revenue)"
R0149,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies > Envelopes,0.001,0.001,1.0,5,4916,"Top product in Envelopes: 'White Envelopes, White Envelopes with Clear Poly W' (5 orders, $320 revenue)"
R0150,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10003286,Staple envelope,Office Supplies > Envelopes,0.0014,0.0014,1.0,7,4916,"Top product in Envelopes: 'Staple envelope' (7 orders, $285 revenue)"
R0151,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10003134,Staple envelope,Office Supplies > Envelopes,0.0014,0.0014,1.0,7,4916,"Top product in Envelopes: 'Staple envelope' (7 orders, $248 revenue)"
R0152,subcategory_product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,Product:OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies > Envelopes,0.001,0.001,1.0,5,4916,"Top product in Envelopes: 'Brown Kraft Recycled Envelopes' (5 orders, $245 revenue)"
